"","Product Line","Date","Cycle Time Hrs","Yield","Supplier Quality","Units per Day","Capacity Utilization","Overall Equipment Effectiveness","Health and Safety Incident Rate","Environmental Incident Rate","Downtime Rate","Time to Innovate Days","Cost Per Unit USD","Energy Cost Per Unit USD","Customer Fill Rate"
15,product line 469,2016-06-06 14:47:05,43.4254214396102,0.778537918823199,0.807711563161143,351,0.799008655811918,0.857346043419748,0.0130039869066872,0.0094312432425597,0.00487816771211222,44.1858950698942,32.6090468352089,3.16832902100691,0.876624842045043
16,product line 511,2016-06-16 23:33:21,43.2654214684705,0.695090782797639,0.846910796211563,252,0.911120905889405,0.861115159808407,0.00615357524035595,0.0100455987747934,0.00509517103630444,34.2650461133251,29.0191562411669,2.12726649556005,0.897140986526353
17,product line 409,2016-07-18 19:34:46,35.9155938874326,0.816776597312392,0.824938915724771,277,0.803802496304165,0.771222136956449,0.0120030937621322,0.0149749750375994,0.00509934244854615,46.4457811770054,23.325024364855,3.04893863585151,0.854032537494593
18,product line 615,2016-05-03 00:46:03,46.9348421248985,0.870121537008052,0.846102858989071,319,0.734841942651503,0.789435069661082,0.0152069027726882,0.00666483455342683,0.00683555559127141,37.205022918407,33.9144909074746,3.22327746767332,0.881251654768671
19,product line 557,2016-07-13 06:11:15,50.891081776846,0.732628198676277,0.833125541698001,247,0.789035496608303,0.85803412121547,0.00737672953304105,0.0125705157890792,0.00310750958648833,40.8385885502879,32.3271207802305,2.97517707775817,0.838031169733337
20,product line 593,2016-08-11 16:57:00,49.167317504107,0.779596005464178,0.824946769368397,338,0.824662603494882,0.763246358522884,0.0134658518313458,0.00976182521496491,0.00541303277849392,43.5581689816966,29.3171523589438,2.84166351865682,0.836002303726466
21,product line 400,2016-05-05 23:22:35,47.3471250885571,0.755722193115785,0.850880573930423,220,0.856617276776724,0.853414238061936,0.0077183791495531,0.0095685299202745,0.00470908184807434,28.8960206547239,33.3837788923641,2.99168272283942,0.90778652285154
22,product line 479,2016-04-12 14:36:01,45.9111017813705,0.856454744679951,0.887934019445569,287,0.831715563412928,0.754037848770398,0.0113818050768103,0.00770600117582765,0.00769054646030934,28.5035756854253,26.3053668613628,2.27253033258159,0.936160066254334
23,product line 475,2016-05-16 23:01:13,46.66414750872,0.786776592004744,0.848289575322577,236,0.810951253515577,0.803486959010078,0.00879887666205276,0.0101126460559469,0.00532158243916316,31.064391670763,26.5602056161237,2.78333009746376,0.89804991562912
24,product line 487,2016-07-16 04:45:53,46.8549737810491,0.732075745625646,0.820082405950142,188,0.901384167503825,0.813867316753218,0.00816911198725736,0.012662405732175,0.00580442443425723,29.2437386332409,23.7204050216002,2.92962164097164,0.90453728390437
25,product line 559,2016-04-26 20:49:47,54.9676345437774,0.768532190894833,0.83099811331385,224,0.767220961653314,0.853605575120254,0.00714637985901716,0.011900746290534,0.00425492998166841,42.5726930065375,30.6431631029757,2.53085787256517,0.883417375714471
26,product line 701,2016-08-11 01:59:30,55.5596442787689,0.744294124133412,0.807831295122012,308,0.798952652801914,0.853383423763268,0.0112256393914562,0.0102261067778936,0.00539162706607189,34.2285041044808,27.5247555708837,3.15829132418312,0.874071636992052
27,product line 351,2016-06-28 14:25:41,49.4066398603058,0.794755547547696,0.874576382349591,242,0.869831306432694,0.822463125138827,0.00894434713076834,0.0125694818812565,0.00501598741661493,25.7591660152601,30.7687295397628,3.25875727394759,0.908388536407454
28,product line 470,2016-04-20 09:32:09,33.5938416782678,0.797582282422999,0.877575604629728,250,0.80991223199707,0.785662200232394,0.00915993699234395,0.00773794546819477,0.00510269928506804,39.3259998026937,33.9153551856346,2.39439387505815,0.854950452648177
29,product line 826,2016-07-13 20:17:07,60.578075664635,0.710625157338219,0.785943253532056,393,0.752606593084454,0.915157838320438,0.0128976032023327,0.00307807564778729,0.00531555119881979,25.947334893148,31.8967069819082,3.46922801655016,0.887428324840446
30,product line 332,2016-05-16 23:44:35,50.2390126635411,0.803384986266969,0.846905136371972,196,0.762606830094734,0.792749524914814,0.00916476267878683,0.0111622733077098,0.0026113886667713,35.1268813999736,36.6093018970705,3.76125431294418,0.838110177759626
31,product line 642,2016-06-02 00:51:40,55.8470051023832,0.756311061961229,0.851625226941741,283,0.77665980901163,0.815104034145213,0.0084180901420511,0.00710495547214255,0.00476364061419568,29.3931825258108,28.792620812625,2.58131056696902,0.875321925557612
32,product line 377,2016-06-12 10:23:51,45.4482695093423,0.840562522641444,0.874119091295254,230,0.793603293258213,0.79766844985858,0.00848231605812604,0.0167550038892869,0.00468610108315007,41.1569481897629,26.6637923759872,2.81005575182767,0.882581446815608
33,product line 489,2016-04-07 21:42:52,49.3318592649772,0.763250164801433,0.79650663532804,280,0.763338544538743,0.873087530891975,0.00980325247604979,0.00894814154130794,0.00459244975290423,39.39571877001,29.0619383038599,2.96270610617516,0.906243490569013
34,product line 509,2016-06-20 12:26:29,49.575745766188,0.852080957567764,0.868199011159103,309,0.724945851145822,0.801752027744439,0.0114761235596775,0.0110718237143994,0.00513310362953502,28.4216255386857,26.088131889387,3.38556944378385,0.886010928700661
35,product line 336,2016-06-18 00:14:01,45.1874308845822,0.765969636079787,0.79948723337634,195,0.793202969835248,0.785504685744466,0.0109113129460926,0.010415872058013,0.00288232658928916,34.8171176285193,33.1759966721853,4.13208435193078,0.830318870262628
36,product line 732,2016-07-26 07:02:17,39.9735559158693,0.828357476887899,0.85255159209592,273,0.752927208730938,0.800764092421455,0.0130503102993202,0.0103402260287653,0.00630430759779432,39.061190069209,31.9085414434756,3.21994813604057,0.834324961457793
37,product line 482,2016-05-04 05:53:35,49.4214072271739,0.811974040933925,0.830503435151378,248,0.790035208179434,0.842963905651234,0.0110393445697312,0.00957729250356952,0.00601873772083591,27.5384787994721,28.784981987627,3.40630344285798,0.927226234604713
38,product line 574,2016-07-16 00:00:10,54.2917313132218,0.740356563453478,0.840741485085819,236,0.845519239322285,0.838095585016288,0.00877512809337138,0.0104097169298534,0.00467854213205478,31.4446437591526,33.1576152359257,3.09328302686805,0.868876641573572
39,product line 489,2016-04-04 02:11:18,39.3155834062277,0.730390240794563,0.795345006267797,213,0.837844859257861,0.802759137898598,0.00917628060799153,0.00725938399339338,0.00506143516679414,44.3428448480833,30.1544414113092,2.42040336415827,0.870540522660238
40,product line 560,2016-06-08 07:23:40,50.6636515066635,0.772637532830782,0.787760515748228,233,0.741106187940604,0.830465314176601,0.0102416844337882,0.0111753325126467,0.00467999399005857,33.7879774321536,23.2120832572909,3.48767852281956,0.883438858210531
41,product line 541,2016-05-02 02:53:02,61.1650803285746,0.737125773966429,0.833057379034284,331,0.821243938242958,0.879830205955387,0.00944594394303987,0.00707987893960649,0.00411330919605608,41.54826152735,39.5519077005416,2.52823999857493,0.885527321272678
42,product line 559,2016-08-05 22:58:53,53.1827020259045,0.800976313054956,0.848568861011589,260,0.763371710760134,0.803320275188464,0.0107843221443843,0.0116497059685666,0.00437289531145898,28.9686866824268,29.4737619725897,3.67949502731732,0.851376565655858
43,product line 430,2016-07-29 16:59:18,50.2930999036119,0.81152904453647,0.860428701351094,307,0.855015925015944,0.844373953381277,0.0109809949308555,0.0139065885005547,0.00616098050936071,26.5351787538838,25.3715089181548,3.27709899720314,0.932560672526297
44,product line 482,2016-06-11 00:58:20,47.6826271121124,0.78422685479471,0.846569578116912,244,0.823700736884716,0.813980413467769,0.00991314375516215,0.0111655977724485,0.00470154368667698,39.6897829346813,34.2046234064191,2.97770063102394,0.862074839260171
45,product line 534,2016-06-28 16:20:26,60.2965517380595,0.751917335440299,0.853505693681117,263,0.833911284657257,0.847693080138999,0.0077790200696629,0.0102703817083509,0.00492507302374461,22.7024764508176,27.8031933635827,2.97082084335737,0.914732734101946
46,product line 406,2016-06-18 04:51:25,48.9800764603192,0.770685519697741,0.812219752593052,257,0.828287968574346,0.796141743875614,0.0116308589325863,0.00964185507750819,0.00438852919883176,35.1214067008747,31.6631531209593,3.51685351147748,0.865780303646324
47,product line 505,2016-07-02 22:03:22,44.3142299999792,0.787035150248893,0.831577809919441,241,0.829867620513887,0.759346110027175,0.0123322049121849,0.00916215107321081,0.00502520444929595,39.2465968759644,34.2760571673156,3.274856041382,0.832139208337503
48,product line 431,2016-05-24 07:16:03,59.2101248910643,0.761814937266384,0.85025047930835,186,0.871155891195589,0.771418922462471,0.00844103911972988,0.0097320449330046,0.00425106791953561,35.4789127841477,37.1479114920765,2.86052680894769,0.862632205630019
49,product line 401,2016-05-12 20:03:08,53.7649824873346,0.867892553711469,0.885031744625586,216,0.765472525329394,0.740666836904563,0.0111592352585323,0.0104008502483806,0.00443700664804302,33.6989783727937,37.1761790552239,3.43516372330495,0.851256117999939
50,product line 471,2016-06-09 14:45:25,42.0172263382396,0.742613043768602,0.824631219725272,242,0.772140978066584,0.847228312780305,0.00853383139877646,0.00931628896062879,0.00321724156331948,32.615513483605,31.2653111978949,3.45491509927194,0.848624685179054
51,product line 289,2016-05-13 06:46:56,32.9856668515299,0.796026249694714,0.871756678857751,209,0.877613221395911,0.785623970135028,0.00883085993103102,0.00999768627877277,0.00563836092601988,24.614651213846,27.3769609321116,3.02348170936636,0.909343587208413
52,product line 506,2016-04-27 18:11:37,53.3887714143901,0.891362197522317,0.860456044627582,257,0.721386034865124,0.738706951062764,0.0135948584070389,0.00813543235008988,0.00607398817609711,28.9540956594784,30.2398650316257,3.50153081329583,0.885739822056268
53,product line 594,2016-06-05 03:10:24,49.6803728229678,0.816015972768189,0.911063504214199,268,0.841101206613734,0.773987004048408,0.00944385047536537,0.00798358160443548,0.0065131363519509,27.857473196065,32.7545345333358,2.31744721509429,0.887380144488921
54,product line 413,2016-06-23 14:13:35,48.5837250159618,0.783442384051868,0.868538460180649,257,0.845888768621096,0.76538477372233,0.00898510248218036,0.0112271867773054,0.00436687215399573,36.7929246925719,30.6396211477465,2.66058778187721,0.857386232707713
55,product line 504,2016-05-31 11:45:42,52.4437490488861,0.729172839562291,0.823975312599295,243,0.814305529983139,0.854207532710658,0.00676499506625037,0.0108041824567537,0.0043259603637988,30.8168526838522,24.8336468787829,2.73408085061832,0.903499931278921
56,product line 453,2016-06-10 09:12:00,40.3259200748089,0.78978592728219,0.87757510675596,226,0.836984119702857,0.766145567406137,0.00931947582452397,0.00882441350054267,0.00491537121970388,30.5825711053736,32.567092157854,2.9206802316445,0.853276923098221
57,product line 617,2016-05-12 14:59:21,67.782332956138,0.889364071424051,0.894693803986025,253,0.751506316549815,0.717738097918063,0.0122188204211311,0.00850370470312117,0.00632299488710816,30.9830585908417,34.27393330867,2.84959079133055,0.878591266319962
58,product line 403,2016-06-23 13:36:08,48.9289510590583,0.799272177181526,0.857813230985869,306,0.833217237596463,0.821780070959679,0.0109817468074684,0.0120041025632222,0.00439823957245443,42.3113529438646,35.72013345303,2.99472144144329,0.865478872897266
59,product line 461,2016-03-02 09:26:40,63.890494222258,0.812594334382725,0.835754193792273,297,0.76913512333054,0.80665693269959,0.00993162843605246,0.0088004180292253,0.0047278517732982,46.3126392058312,33.5514246695909,2.22575154772905,0.905036550576868
60,product line 425,2016-07-14 01:42:58,57.1048459183961,0.72291374072673,0.824061448725496,196,0.902697949251254,0.801657659269331,0.00729568738454347,0.0126337261121174,0.00472458586689148,28.1378092384105,25.0088922269575,2.92729288680932,0.901598335912735
61,product line 503,2016-06-15 00:39:03,73.7182768722798,0.69865539098921,0.83543341433171,203,0.851792021801604,0.82385157161868,0.00608573511437181,0.009126411420741,0.00250044674790604,31.7640687438734,38.6976689057135,2.96809466194909,0.854741121227273
62,product line 404,2016-04-13 05:29:21,37.7908754450654,0.839121869025298,0.889888663573188,250,0.801704573007663,0.744433510649547,0.0104468659576821,0.00692698028597495,0.00565840519963992,29.8771145392909,31.2200528063592,2.73206154642221,0.878394274265271
63,product line 493,2016-07-14 03:30:09,38.1671624006137,0.792796683408807,0.820362833383343,365,0.815602035188414,0.794244873053927,0.0147308745297216,0.00851291285573097,0.00546028456038142,42.7473804144541,30.7753259346838,3.16617961760464,0.849735952421245
64,product line 580,2016-07-24 06:39:32,51.0442743891187,0.835314991130383,0.897686452867055,177,0.849452492704505,0.725615446393337,0.0109540772190927,0.0102582259173114,0.00641501375416732,24.7560782224159,34.3302044705221,3.26507376213392,0.854242263736994
65,product line 528,2016-06-06 02:40:51,34.6399531719604,0.794400289133899,0.814694229263803,278,0.801201527999137,0.796492338996556,0.0121414891814835,0.00900910299916746,0.0066496497256714,32.0435506582934,20.9987419957636,3.02749874316018,0.899954126942036
66,product line 451,2016-07-04 09:05:16,43.0145616774777,0.752197863883208,0.821951396876808,187,0.801406731305815,0.800236360780682,0.0105273600171334,0.0073426342951623,0.00364410170041566,21.8538156216529,34.237355696424,4.29137720084623,0.836359441036934
67,product line 393,2016-05-01 01:18:17,57.5913335209436,0.842429308016935,0.915377586598683,206,0.792665327094589,0.766554009161969,0.00817449228831967,0.0098458648935374,0.00405088390161841,27.9385199092156,38.8433348314761,3.06326822590346,0.867816146755642
68,product line 572,2016-07-04 15:59:37,54.3654115763403,0.811664705943643,0.867440675785255,210,0.808639164382743,0.75924688812387,0.00997378796308047,0.0105953841064331,0.0056241603560127,27.3975878327978,29.4048595363053,3.12726706724739,0.869523698384887
69,product line 643,2016-08-19 08:32:59,40.579754199996,0.872571752874993,0.85269572593582,340,0.756827484578809,0.719230391914183,0.0158363597131532,0.0106065943043842,0.00725888295091114,35.0980090014262,21.5673273625541,3.18538669024816,0.854052449222487
70,product line 388,2016-05-21 14:09:45,66.0254429200768,0.838102808447431,0.886886816602542,236,0.804417561612131,0.761716594092998,0.00892717618181654,0.012294000655691,0.00429427910871591,32.7798281964253,33.50539528881,2.91204448471078,0.886211627672186
71,product line 461,2016-05-14 09:34:12,43.8879526433065,0.761914793234861,0.834553943212616,185,0.78247633039263,0.828466388351213,0.00765597242666142,0.0108065616090848,0.00349574215767087,37.6823715790994,33.5329239784648,3.18019494892919,0.848608665225386
72,product line 581,2016-07-18 20:25:52,51.3479081810119,0.755592822213746,0.785053599763351,316,0.792747017343924,0.818678065983453,0.0136281187741523,0.00783942663005143,0.00500090811106369,34.6472248754467,29.18132338671,3.63219173876897,0.86191345973134
73,product line 461,2016-07-21 04:36:03,39.8106470823342,0.881538245946039,0.929166177380879,327,0.831499724752742,0.73694535515222,0.0122551168091279,0.0118425229721876,0.00675552094842143,31.6699552522255,28.3370694231635,2.62622232105697,0.878060036909783
74,product line 409,2016-08-05 07:57:24,53.9782418864525,0.766424968645764,0.863466758068298,218,0.840636048847517,0.79885185537378,0.00837732781379643,0.011252498248531,0.0040201573772026,16.7513465849534,28.2643270687693,3.75116927430527,0.87970287332648
75,product line 550,2016-05-31 11:54:43,51.4262308999435,0.831205255354962,0.879551211680088,323,0.757328402716734,0.830996196402176,0.011366655324058,0.00956626132192973,0.00470358398657926,39.891763727638,38.4951143917793,2.96817207278719,0.858091224808596
76,product line 471,2016-06-02 08:42:06,45.9227335146443,0.777695608616059,0.844174430184774,228,0.815844474897757,0.836526655322093,0.00874218258778062,0.0119139391918334,0.00463946928794358,37.356607871919,31.8574609817572,2.98919541052956,0.87707672221694
77,product line 414,2016-05-22 00:33:27,33.9306593884723,0.820853678339368,0.842557476685408,207,0.868602823712728,0.767948859916069,0.0111469473264691,0.0122487002132336,0.00700641553879457,38.5543688630036,25.9176563321797,2.73080531052236,0.901535602327238
78,product line 701,2016-04-14 23:55:31,54.2952561104631,0.767629385495692,0.831805507267942,258,0.7367601197364,0.87305406819416,0.00925636669120082,0.00659656148762676,0.00477849979830849,38.3506329961557,37.3436233005719,2.80322138605612,0.870157667693171
79,product line 590,2016-06-20 06:17:34,53.1896384023829,0.702366318242986,0.75090641718642,377,0.832125200595879,0.85525691934088,0.013440975435337,0.00634928427242303,0.00505926664431806,45.2347554932378,29.3238250242135,2.87424102369917,0.878854304672711
80,product line 615,2016-06-14 21:06:14,35.3369944584899,0.871530830870188,0.863098251605085,365,0.685198644471979,0.774437378393465,0.0158796017922211,0.00495282846829743,0.00590908480766496,29.6314689097823,31.2117448437912,3.70020562946342,0.841641943495834
81,product line 353,2016-07-27 01:55:08,32.5629224497067,0.835825165633333,0.881474467886313,319,0.809354344409299,0.806422252937283,0.0117511254053111,0.0118794742452591,0.00548500803789171,23.1897103109561,24.3210725895155,3.59420702187862,0.894035526331918
82,product line 303,2016-07-03 11:14:12,41.0872143785744,0.862237908405243,0.882407723326279,243,0.857065149712715,0.748058420981019,0.0119841740437142,0.0130478533580966,0.00632009654882554,25.3323480227025,26.1538528340211,3.45470010841183,0.906776495466899
83,product line 555,2016-04-25 16:06:48,54.5224200869746,0.779187714132261,0.823969109069426,254,0.736644867688778,0.875455998612997,0.00862092712720732,0.00999483004653961,0.00437073313962595,34.3213905159984,30.2405727784417,3.10471852939337,0.89891034062098
84,product line 483,2016-05-09 12:23:39,48.7541634820926,0.857310825850232,0.849839030082833,292,0.655199561079453,0.8221700146305,0.0118742271081938,0.0100084259639072,0.00343558582459075,37.3538666740101,34.3943463428892,3.79706489547363,0.84446569737272
85,product line 674,2016-05-27 10:51:31,60.6875904737052,0.786478759502554,0.824785379464859,307,0.707591148008288,0.841983108724655,0.00995013321397336,0.00957896585134522,0.00439326612168638,39.3056840182152,29.1095043932389,2.83368746285442,0.870425805912058
86,product line 493,2016-03-07 20:49:07,52.446591953853,0.82848073588823,0.855224386985628,343,0.723775294469634,0.868571864628558,0.0112483049837009,0.00739329115178223,0.00429511279586796,46.4683833624052,41.1809731030685,2.73163304524319,0.881158325271529
87,product line 470,2016-08-14 13:58:43,54.7769783679302,0.803398781873053,0.858595132354981,275,0.786979215432981,0.842819077292623,0.009359164449775,0.0168219512775521,0.00358723240731834,41.5444394480222,31.9115264825333,3.32337371943835,0.852483236404544
88,product line 345,2016-07-13 05:10:24,53.7796000808265,0.818686948640606,0.811965827355848,222,0.774449380911824,0.780413392588993,0.0113092296451874,0.0155894264945505,0.00365885369171005,38.2414560712212,27.0730774750454,3.92923367186493,0.860026841643044
89,product line 504,2016-06-03 02:15:07,39.4474218300719,0.717542407307316,0.827510868219806,249,0.821438815926984,0.838656543091174,0.00784631019005701,0.00855976095296627,0.00385342091068232,37.3217689881977,30.9913747227355,2.75467176142799,0.851099258491582
90,product line 507,2016-07-26 21:08:37,40.7658293351656,0.811945052193437,0.855807270230038,256,0.810275788609393,0.748968391066692,0.0117360671334029,0.0102164544816938,0.00575593997481006,27.3448033531157,24.8706666315258,3.32895213662689,0.861312590225642
91,product line 569,2016-05-24 04:50:00,52.7893455164854,0.761450759520252,0.862707612531123,293,0.824719307724532,0.822821967887814,0.00876645645370293,0.00854470647266145,0.00471456645663698,40.9606656841467,35.452849927662,2.24423996042153,0.864794329254652
92,product line 572,2016-07-14 05:33:36,80.3220668109189,0.786538925360736,0.916368039922552,250,0.780766166284282,0.830682643765691,0.00484961591456834,0.0133187501249301,0.00307996361901969,24.5531261611231,34.1945581017209,2.73948176617219,0.880457099531712
93,product line 390,2016-07-05 09:15:29,48.7208439680621,0.763117110440163,0.861471811820351,219,0.819692051325983,0.795599634000386,0.00706504180676476,0.0121596307889908,0.00347238911897808,27.2970576352702,27.1918398870118,3.17475266367549,0.865178563338243
94,product line 569,2016-08-14 05:18:48,62.4852092539545,0.796076819825058,0.881475452173996,235,0.869408054086293,0.738274362726124,0.00996282605523322,0.0123231757632304,0.00523362225654138,36.0231373237675,34.0210612781475,2.70021050086335,0.844391940925178
95,product line 473,2016-07-11 17:34:58,59.2693356108796,0.822537465281814,0.874038279853388,343,0.77638330954153,0.823605753013313,0.0110625404130265,0.0122238502590322,0.00404148603234061,37.4859388039939,34.3864139552405,3.14600733764171,0.866400733869853
96,product line 456,2016-05-28 03:52:07,37.6396606865692,0.811548466391795,0.830854561733278,243,0.819537655944863,0.786363521303951,0.0119200962300808,0.00999088022393014,0.00626559922565875,33.6326321452254,26.6284551790597,3.17191655509224,0.892172835101107
97,product line 290,2016-07-24 00:35:56,56.4533676548871,0.82389140254119,0.897228105168199,252,0.822492560939981,0.774403527172423,0.00908744834984803,0.0143962654186223,0.00298200962138763,32.1050070987303,35.3820648526164,3.48916099982838,0.848336399006632
98,product line 449,2016-07-12 10:07:54,41.7382600835358,0.798200775757987,0.888935473381387,212,0.871409974829702,0.803518150740807,0.00795113980864553,0.0132358575892613,0.00606846161321412,23.9120911576147,25.4251470654253,2.88008467601587,0.907656971027958
99,product line 547,2016-08-01 00:05:32,38.7630696402601,0.768092319245427,0.84419502990814,302,0.846302454077911,0.759429374653473,0.0112916660470495,0.00984855604694859,0.00554670197234155,39.0166990221216,25.9782705195687,2.58064702795313,0.843603344120571
100,product line 465,2016-05-23 07:39:58,59.9808478622401,0.783905474883076,0.886299297789953,209,0.82854372538872,0.81857222902397,0.00602726113837044,0.0116082905364295,0.00461822484595588,25.4194539180845,30.3189083989,2.67731575847902,0.908912085865708
101,product line 550,2016-04-12 13:21:49,50.8103273625315,0.855900585096647,0.868512081665149,249,0.68940394529568,0.798070569140815,0.0104698464934082,0.00771015244411891,0.00509909742243948,26.010646979099,30.2603336309576,3.35196957767888,0.886571053276379
102,product line 462,2016-03-28 18:29:05,51.4760478063448,0.794267698036244,0.843791102499895,233,0.766361950969267,0.81360341658887,0.0085039648593611,0.00834995525320938,0.00460101208426244,32.6202817225729,30.2813810647775,2.82643518431743,0.897083253515553
103,product line 510,2016-06-05 16:57:06,51.1368504599765,0.796537532000346,0.875409534312618,220,0.802079470953824,0.815457277536816,0.0075500112073354,0.0115183716906741,0.00508724908420089,26.761224617493,28.0002628464491,2.87919432426208,0.896656728467145
104,product line 512,2016-08-30 23:29:38,31.901985074968,0.798993114149092,0.847147481378726,218,0.860014487869895,0.71047265569354,0.0118418114757389,0.0123406601055762,0.0063082476089665,33.2867340973947,21.8989382923207,3.10347782466027,0.838413310870541
105,product line 404,2016-07-15 21:39:19,61.522625296472,0.790759967585946,0.882969593614293,229,0.854180244209937,0.779732643984939,0.00764755344180491,0.0133501467917231,0.00434864752821323,26.0959666003986,28.9265234661325,2.98661537006945,0.88967249603157
106,product line 637,2016-05-14 04:27:23,53.2179517099934,0.829960625399867,0.858077764890535,221,0.697253070676586,0.827098931572155,0.00964794550217024,0.00979273356911683,0.00473189846835481,31.2037642451643,33.0048509801184,3.39179441828091,0.865096086817211
107,product line 452,2016-07-08 02:18:15,56.5717643734172,0.840110524079425,0.888359741283653,239,0.791251382493096,0.792128713111354,0.00895402986802255,0.0146746512156852,0.00481047354661666,29.7173070184884,28.5920904905696,3.1681243395688,0.887020376704923
108,product line 562,2016-08-16 10:35:28,42.5463610117066,0.777984989116377,0.846919368098183,351,0.867295729703196,0.775381570764238,0.0138248350732575,0.00696571655750135,0.00660413197641801,27.1520946123353,27.4371776837233,3.09685861245513,0.875530834908919
109,product line 680,2016-04-21 00:45:39,38.9053138438693,0.783057655627708,0.873845509125803,248,0.777863321321771,0.814643633114446,0.00795983080890592,0.00784318271457013,0.00569284247775264,42.590269676036,32.5271794658275,1.89206735037971,0.856831739787043
110,product line 450,2016-06-06 18:29:56,60.9269268481191,0.88993723894247,0.861748155197278,261,0.754213634769688,0.755107975442297,0.013016777937204,0.0128396209966417,0.00557602516675962,34.2087338684444,30.5096271407888,3.50957971041013,0.889180370951424
111,product line 431,2016-05-27 11:27:05,55.6053146359159,0.844784199500894,0.936999801819367,225,0.804617505175237,0.79783487144669,0.00673675507946441,0.0127232218162858,0.00463911340078367,26.7969443091598,34.3706892084979,2.70877851643105,0.890767061989918
112,product line 549,2016-06-30 03:12:22,49.9793769955287,0.689051980562954,0.806227281219054,240,0.804990353454677,0.86442304984197,0.00675424702034233,0.00999493939615073,0.00309441625923806,34.2539953361285,28.5645617067211,3.01517866998094,0.855112319624288
113,product line 671,2016-03-17 01:42:39,55.6582067798666,0.74050546351234,0.78273970075102,246,0.706890082757886,0.862436524733488,0.00902662407430768,0.00541556312846861,0.00426136135692781,38.1873944769791,30.8581641490875,2.87696835023617,0.87914196852977
