time,movement_type,id,seconds,minutes,order
1/18/2008 10:19,Flap,URI2,236.687,4,16
1/18/2008 10:19,Flap,URI2,243.9059999,5,17
1/18/2008 10:20,Flap,URI2,246.9530001,5,18
1/18/2008 10:20,Flap,URI2,255.562,5,19
1/18/2008 10:20,Flap,URI2,257.687,5,20
1/18/2008 10:20,Flap,URI2,259.7179999,5,21
1/18/2008 10:20,Flap,URI2,263.875,5,22
1/18/2008 10:20,Flap,URI2,295.3280001,5,23
1/18/2008 10:20,Flap,URI2,297.437,5,24
1/18/2008 10:21,Flap,URI2,327.2809999,6,25
1/18/2008 10:21,Flap,URI2,329.312,6,26
1/18/2008 10:23,Flap,URI2,443.2650001,8,27
1/18/2008 10:23,Flap,URI2,445.296,8,28
1/18/2008 10:23,Flap,URI2,477.2179999,8,29
1/18/2008 10:23,Flap,URI2,480.4059999,9,30
1/18/2008 10:24,Flap,URI2,510.5150001,9,31
1/18/2008 10:24,Flap,URI2,514.5780001,9,32
1/18/2008 10:25,Flap,URI2,573.437,10,33
1/18/2008 10:25,Flap,URI2,575.546,10,34
1/18/2008 10:25,Flap,URI2,582.859,10,35
1/18/2008 10:25,Flap,URI2,584.8900001,10,36
1/18/2008 10:25,Flap,URI2,587.9530001,10,37
1/18/2008 10:25,Flap,URI2,593.1400001,10,38
1/18/2008 10:26,Flap,URI2,634.6800001,11,39
1/18/2008 10:26,Flap,URI2,635.9059999,11,40
1/18/2008 10:26,Flap,URI2,643.25,11,41
1/18/2008 10:26,Flap,URI2,646.3900001,11,42
1/18/2008 10:27,Flap,URI2,682.5,12,43
1/18/2008 10:27,Flap,URI2,685.5780001,12,44
1/18/2008 10:27,Flap,URI2,711.5929999,12,45
1/18/2008 10:27,Flap,URI2,714.6400001,12,46
1/18/2008 10:28,Flap,URI2,735.4679999,13,47
1/18/2008 10:28,Flap,URI2,738.671,13,48
1/18/2008 10:28,Flap,URI2,740.7030001,13,49
1/18/2008 10:28,Flap,URI2,743.75,13,50
1/18/2008 10:29,Flap,URI2,788.859,14,51
1/18/2008 10:29,Flap,URI2,791.9679999,14,52
1/18/2008 10:29,Flap,URI2,796.046,14,53
1/18/2008 10:29,Flap,URI2,799.1400001,14,54
1/18/2008 10:29,Flap,URI2,824.062,14,55
1/18/2008 10:29,Flap,URI2,827.2179999,14,56
1/18/2008 10:29,Flap,URI2,828.3280001,14,57
1/18/2008 10:29,Flap,URI2,830.359,14,58
1/18/2008 9:13,Flap,URI3,0,0,1
1/18/2008 9:13,Flap,URI3,6.830000162,1,2
1/18/2008 9:14,Flap,URI3,73.86100006,2,3
1/18/2008 9:14,Flap,URI3,76.90799999,2,4
1/18/2008 9:16,Flap,URI3,173.3930001,3,5
1/18/2008 9:16,Flap,URI3,176.4400001,3,6
1/18/2008 9:16,Flap-Rock,URI3,177.4550002,3,7
1/18/2008 9:16,Flap-Rock,URI3,181.5180001,4,8
1/18/2008 9:16,Flap-Rock,URI3,192.6900001,4,9
1/18/2008 9:16,Flap-Rock,URI3,197.3099999,4,10
1/18/2008 9:20,Flap,URI3,391.1500001,7,11
1/18/2008 9:20,Flap,URI3,393.47,7,12
1/18/2008 9:24,Flap-Rock,URI3,661.908,12,13
1/18/2008 9:24,Flap-Rock,URI3,663.9400001,12,14
1/18/2008 9:28,Flap-Rock,URI3,874.533,15,15
1/18/2008 9:28,Flap-Rock,URI3,878.596,15,16
1/18/2008 9:29,Flap-Rock,URI3,961.8770001,17,17
1/18/2008 9:29,Flap-Rock,URI3,964.924,17,18
1/18/2008 9:35,Flap,URI3,1315.315,22,19
1/18/2008 9:35,Flap,URI3,1319.377,22,20
1/18/2008 9:37,Flap,URI3,1448.361,25,21
1/18/2008 9:37,Flap,URI3,1452.424,25,22
1/18/2008 9:38,Flap-Rock,URI3,1468.674,25,23
1/18/2008 9:38,Flap-Rock,URI3,1472,25,24
1/18/2008 9:40,Flap,URI3,1610.861,27,25
1/18/2008 9:40,Flap,URI3,1613.908,27,26
1/18/2008 9:42,Flap-Rock,URI3,1723.611,29,27
1/18/2008 9:42,Flap-Rock,URI3,1725.643,29,28
1/18/2008 9:43,Flap,URI3,1798.31,30,29
1/18/2008 9:43,Flap,URI3,1800.62,31,30
1/18/2008 9:43,Flap,URI3,1820.096,31,31
1/18/2008 9:44,Flap,URI3,1826.19,31,32
1/18/2008 9:44,Flap-Rock,URI3,1845.486,31,33
1/18/2008 9:44,Flap-Rock,URI3,1852.596,31,34
1/18/2008 9:44,Flap,URI3,1854.627,31,35
1/18/2008 9:44,Flap,URI3,1856.658,31,36
1/18/2008 9:45,Flap,URI3,1904.393,32,37
1/18/2008 9:45,Flap,URI3,1906.424,32,38
1/18/2008 9:45,Flap,URI3,1936.908,33,39
1/18/2008 9:45,Flap,URI3,1939.955,33,40
1/18/2008 9:46,Flap,URI3,1973.471,33,41
1/18/2008 9:46,Flap,URI3,1976.518,33,42
1/18/2008 9:47,Flap,URI3,2021.205,34,43
1/18/2008 9:47,Flap,URI3,2024.252,34,44
1/18/2008 9:47,Flap,URI3,2033.393,34,45
1/18/2008 9:47,Flap,URI3,2037.455,34,46
1/18/2008 9:48,Flap-Rock,URI3,2091.283,35,47
1/18/2008 9:48,Flap-Rock,URI3,2094.33,35,48
1/18/2008 9:48,Flap-Rock,URI3,2109.565,36,49
1/18/2008 9:48,Flap-Rock,URI3,2115.658,36,50
1/17/2008 11:10,Rock,URI4,0,0,1
1/17/2008 11:10,Rock,URI4,14.56200004,1,2
1/17/2008 11:10,Rock,URI4,23.92199993,1,3
1/17/2008 11:10,Rock,URI4,28.13999987,1,4
1/17/2008 11:10,Rock,URI4,38.57799983,1,5
1/17/2008 11:10,Rock,URI4,40.6559999,1,6
1/17/2008 11:11,Flap,URI4,59.07799983,1,7
1/17/2008 11:11,Flap,URI4,63.13999987,2,8
1/17/2008 11:23,Setup,URI4,813.8279998,14,9
1/17/2008 11:24,Setup,URI4,847.5,15,10
1/17/2008 11:24,Flap,URI4,868.9219999,15,11
1/17/2008 11:24,Flap,URI4,871.9679999,15,12
1/17/2008 11:24,Flap,URI4,874,15,13
1/17/2008 11:25,Flap,URI4,885.7919998,15,14
1/17/2008 11:27,Flap-Rock,URI4,1045.593,18,15
1/17/2008 11:27,Flap-Rock,URI4,1047.625,18,16
1/17/2008 11:30,Flap,URI4,1205.078,21,17
1/17/2008 11:30,Flap,URI4,1209.792,21,18
1/17/2008 11:30,Flap,URI4,1211.102,21,19
1/17/2008 11:30,Flap,URI4,1213.312,21,20
1/17/2008 11:30,Flap,URI4,1216.359,21,21
1/17/2008 11:30,Flap,URI4,1219.406,21,22
1/17/2008 11:30,Flap,URI4,1223.484,21,23
1/17/2008 11:30,Flap,URI4,1228.562,21,24
1/17/2008 11:30,Flap,URI4,1234.703,21,25
1/17/2008 11:30,Flap,URI4,1238.781,21,26
1/17/2008 11:31,Rock,URI4,1244.968,21,27
1/17/2008 11:31,Rock,URI4,1248.015,21,28
1/17/2008 11:31,Rock,URI4,1249.109,21,29
1/17/2008 11:31,Rock,URI4,1259.343,21,30
1/17/2008 11:31,Rock,URI4,1267.484,22,31
1/17/2008 11:31,Rock,URI4,1272.578,22,32
1/17/2008 11:31,Flap,URI4,1274.609,22,33
1/17/2008 11:31,Flap,URI4,1277.656,22,34
1/17/2008 11:31,Flap,URI4,1284.953,22,35
1/17/2008 11:31,Flap,URI4,1288.015,22,36
1/17/2008 11:31,Rock,URI4,1299.484,22,37
1/17/2008 11:32,Rock,URI4,1306.75,22,38
1/17/2008 11:32,Rock,URI4,1311.828,22,39
1/17/2008 11:32,Rock,URI4,1346.453,23,40
1/17/2008 11:32,Rock,URI4,1348.484,23,41
1/17/2008 11:32,Rock,URI4,1354.609,23,42
1/17/2008 11:32,Rock,URI4,1357.672,23,43
1/17/2008 11:32,Rock,URI4,1361.797,23,44
1/17/2008 11:33,Rock,URI4,1368.906,23,45
1/17/2008 11:33,Rock,URI4,1376.031,23,46
1/17/2008 11:33,Flap,URI4,1377.047,23,47
1/17/2008 11:33,Flap,URI4,1379.078,23,48
1/17/2008 11:33,Rock,URI4,1380.093,24,49
1/17/2008 11:33,Rock,URI4,1384.172,24,50
1/17/2008 11:33,Flap,URI4,1385.482,24,51
1/17/2008 11:33,Flap,URI4,1394.359,24,52
1/17/2008 11:33,Flap,URI4,1401.468,24,53
1/17/2008 11:33,Flap,URI4,1404.531,24,54
1/17/2008 11:33,Rock,URI4,1406.562,24,55
1/17/2008 11:34,Rock,URI4,1430.047,24,56
1/17/2008 11:34,Flap,URI4,1431.062,24,57
1/17/2008 11:34,Flap,URI4,1438.281,24,58
1/17/2008 11:34,Flap,URI4,1441.406,25,59
1/17/2008 11:34,Flap,URI4,1445.609,25,60
1/17/2008 11:34,Rock,URI4,1446.656,25,61
1/17/2008 11:34,Rock,URI4,1447.703,25,62
1/17/2008 11:34,Flap,URI4,1446.656,25,63
1/17/2008 11:34,Flap,URI4,1449.75,25,64
1/17/2008 11:34,Rock,URI4,1449.75,25,65
1/17/2008 11:35,Rock,URI4,1515.453,26,66
1/17/2008 11:35,Flap,URI4,1516.468,26,67
1/17/2008 11:35,Flap,URI4,1524.593,26,68
1/17/2008 11:35,Rock,URI4,1526.625,26,69
1/17/2008 11:35,Rock,URI4,1530.687,26,70
1/17/2008 11:35,Flap,URI4,1531.703,26,71
1/17/2008 11:35,Flap,URI4,1534.75,26,72
1/17/2008 11:35,Flap,URI4,1536.812,26,73
1/17/2008 11:35,Flap,URI4,1543.937,26,74
1/17/2008 11:36,Flap,URI4,1546.984,26,75
1/17/2008 11:36,Flap,URI4,1550.093,26,76
1/17/2008 11:36,Flap,URI4,1553.172,26,77
1/17/2008 11:36,Flap,URI4,1556.632,26,78
1/17/2008 11:36,Rock,URI4,1576.812,27,79
1/17/2008 11:36,Rock,URI4,1601.297,27,80
1/17/2008 11:36,Flap,URI4,1602.39,27,81
1/17/2008 11:37,Flap,URI4,1606.547,27,82
1/17/2008 11:37,Flap,URI4,1608.656,27,83
1/17/2008 11:37,Flap,URI4,1613.89,27,84
1/17/2008 11:37,Rock,URI4,1614.922,27,85
1/17/2008 11:37,Rock,URI4,1621.14,28,86
1/17/2008 11:37,Rock,URI4,1623.632,28,87
1/17/2008 11:37,Rock,URI4,1661.125,28,88
1/17/2008 11:38,Flap,URI4,1669.102,28,89
1/17/2008 11:38,Flap,URI4,1672.343,28,90
1/17/2008 11:38,Rock,URI4,1677.422,28,91
1/17/2008 11:38,Rock,URI4,1679.484,28,92
1/17/2008 11:38,Flap,URI4,1673.359,28,93
1/17/2008 11:38,Flap,URI4,1680.515,29,94
1/17/2008 11:38,Rock,URI4,1684.64,29,95
1/17/2008 11:38,Rock,URI4,1690.75,29,96
1/17/2008 11:38,Flap,URI4,1682.609,29,97
1/17/2008 11:38,Flap,URI4,1692.765,29,98
1/17/2008 11:38,Flap,URI4,1693.781,29,99
1/17/2008 11:38,Flap,URI4,1696.859,29,100
1/17/2008 11:38,Rock,URI4,1698.906,29,101
1/17/2008 11:38,Rock,URI4,1700.953,29,102
1/17/2008 11:38,Flap,URI4,1698.906,29,103
1/17/2008 11:38,Flap,URI4,1702,29,104
1/17/2008 11:38,Flap,URI4,1706.093,29,105
1/17/2008 11:38,Flap,URI4,1715.437,29,106
1/17/2008 11:38,Rock,URI4,1707.125,29,107
1/17/2008 11:38,Rock,URI4,1715.437,29,108
1/17/2008 11:39,Flap,URI4,1726.953,29,109
1/17/2008 11:39,Flap,URI4,1729.031,29,110
1/17/2008 11:39,Rock,URI4,1728,29,111
1/17/2008 11:39,Rock,URI4,1738.322,29,112
1/17/2008 11:39,Flap,URI4,1738.322,29,113
1/17/2008 11:39,Flap,URI4,1739.482,29,114
1/17/2008 11:39,Rock,URI4,1740.632,30,115
1/17/2008 11:39,Rock,URI4,1747.343,30,116
1/17/2008 11:39,Flap,URI4,1747.343,30,117
1/17/2008 11:39,Flap,URI4,1750.406,30,118
1/17/2008 11:39,Rock,URI4,1752.453,30,119
1/17/2008 11:39,Rock,URI4,1772.937,30,120
1/16/2008 9:16,Flap-Rock,URI5,0,0,1
1/16/2008 9:16,Flap-Rock,URI5,4.093999863,1,2
1/16/2008 9:16,Flap-Rock,URI5,11.21899986,1,3
1/16/2008 9:16,Flap-Rock,URI5,13.29699993,1,4
1/16/2008 9:16,Flap-Rock,URI5,17.45299983,1,5
1/16/2008 9:17,Flap-Rock,URI5,19.54699993,1,6
1/16/2008 9:17,Rock,URI5,27.7349999,1,7
1/16/2008 9:17,Rock,URI5,40.09399986,1,8
1/16/2008 9:17,Rock,URI5,47.20299983,1,9
1/16/2008 9:17,Rock,URI5,55.3599999,1,10
1/16/2008 9:17,Rock,URI5,58.39099979,1,11
1/16/2008 9:17,Rock,URI5,62.46899986,2,12
1/16/2008 9:17,Flap-Rock,URI5,67.54699993,2,13
1/16/2008 9:17,Flap-Rock,URI5,69.59399986,2,14
1/16/2008 9:17,Flap,URI5,70.625,2,15
1/16/2008 9:17,Flap,URI5,72.68799996,2,16
1/16/2008 9:17,Flap-Rock,URI5,73.70299983,2,17
1/16/2008 9:17,Flap-Rock,URI5,75.81299996,2,18
1/16/2008 9:17,Flap,URI5,76.82799983,2,19
1/16/2008 9:18,Flap,URI5,81.63999987,2,20
1/16/2008 9:18,Flap,URI5,86.06299996,2,21
1/16/2008 9:18,Flap,URI5,93.3599999,2,22
1/16/2008 9:18,Flap,URI5,94.46899986,2,23
1/16/2008 9:18,Flap,URI5,98.68799996,2,24
1/16/2008 9:18,Flap,URI5,107.063,2,25
1/16/2008 9:18,Flap,URI5,110.2029998,2,26
1/16/2008 9:18,Rock,URI5,111.2349999,2,27
1/16/2008 9:18,Rock,URI5,115.5469999,2,28
1/16/2008 9:18,Flap-Rock,URI5,118.6559999,2,29
1/16/2008 9:18,Flap-Rock,URI5,123.6399999,3,30
1/16/2008 9:18,Flap-Rock,URI5,129.1719999,3,31
1/16/2008 9:18,Flap-Rock,URI5,132.2969999,3,32
1/16/2008 9:18,Flap,URI5,132.2969999,3,33
1/16/2008 9:18,Flap,URI5,135.4219999,3,34
1/16/2008 9:19,Rock,URI5,145.7189999,3,35
1/16/2008 9:19,Rock,URI5,148.7969999,3,36
1/16/2008 9:19,Rock,URI5,158.79,3,37
1/16/2008 9:19,Rock,URI5,163.0939999,3,38
1/16/2008 9:19,Flap-Rock,URI5,167.2349999,3,39
1/16/2008 9:19,Flap-Rock,URI5,171.3279998,3,40
1/16/2008 9:19,Flap-Rock,URI5,179.563,3,41
1/16/2008 9:19,Flap-Rock,URI5,186.7969999,4,42
1/16/2008 9:19,Flap,URI5,187.7969999,4,43
1/16/2008 9:19,Flap,URI5,190.8599999,4,44
1/16/2008 9:19,Flap,URI5,195.4799998,4,45
1/16/2008 9:20,Flap,URI5,198,4,46
1/16/2008 9:20,Flap,URI5,204.1409998,4,47
1/16/2008 9:20,Flap,URI5,206.1719999,4,48
1/16/2008 9:20,Flap-Rock,URI5,208.2029998,4,49
1/16/2008 9:20,Flap-Rock,URI5,214.375,4,50
1/16/2008 9:20,Flap,URI5,215.3909998,4,51
1/16/2008 9:20,Flap,URI5,220.625,4,52
1/16/2008 9:20,Flap-Rock,URI5,226.7659998,4,53
1/16/2008 9:20,Flap-Rock,URI5,230.8439999,4,54
1/16/2008 9:20,Flap,URI5,250.313,5,55
1/16/2008 9:20,Flap,URI5,252.375,5,56
1/16/2008 9:20,Flap,URI5,253.3909998,5,57
1/16/2008 9:21,Flap,URI5,260.563,5,58
1/16/2008 9:21,Flap,URI5,261.5939999,5,59
1/16/2008 9:21,Flap,URI5,264.6409998,5,60
1/16/2008 9:21,Flap,URI5,284.188,5,61
1/16/2008 9:21,Flap,URI5,290.3909998,5,62
1/16/2008 9:25,Rock,URI5,547.7809999,10,63
1/16/2008 9:25,Rock,URI5,549.9689999,10,64
1/16/2008 9:25,Rock,URI5,557.5,10,65
1/16/2008 9:26,Rock,URI5,559.5469999,10,66
1/16/2008 9:28,Rock,URI5,693.8439999,12,67
1/16/2008 9:28,Rock,URI5,697.0309999,12,68
1/16/2008 9:28,Rock,URI5,704.375,12,69
1/16/2008 9:28,Rock,URI5,707.4689999,12,70
1/16/2008 9:28,Rock,URI5,724.7809999,13,71
1/16/2008 9:28,Rock,URI5,729.1699998,13,72
1/16/2008 9:31,Rock,URI5,898.7969999,15,73
1/16/2008 9:31,Rock,URI5,901.8599999,16,74
1/16/2008 9:32,Rock,URI5,925.1699998,16,75
1/16/2008 9:32,Rock,URI5,927.9689999,16,76
1/16/2008 9:35,Flap,URI5,1141.688,20,77
1/16/2008 9:35,Flap,URI5,1145.781,20,78
1/16/2008 9:40,Flap,URI5,1431.328,24,79
1/16/2008 9:40,Flap,URI5,1445.828,25,80
1/16/2008 9:40,Flap,URI5,1454.985,25,81
1/16/2008 9:41,Flap,URI5,1462.594,25,82
1/16/2008 9:41,Flap,URI5,1476.125,25,83
1/16/2008 9:41,Flap,URI5,1479.172,25,84
1/16/2008 9:41,Flap,URI5,1488.422,25,85
1/16/2008 9:41,Flap,URI5,1498.688,25,86
1/16/2008 9:41,Flap,URI5,1503.797,26,87
1/16/2008 9:41,Flap,URI5,1510.141,26,88
1/15/2008 10:08,Rock,URI6,0,0,1
1/15/2008 10:08,Rock,URI6,4.680000067,1,2
1/15/2008 10:09,Rock,URI6,23.16499996,1,3
1/15/2008 10:09,Rock,URI6,29.41499996,1,4
1/15/2008 10:09,Rock,URI6,32.477,1,5
1/15/2008 10:09,Rock,URI6,47.91499996,1,6
1/15/2008 10:09,Rock,URI6,51.03999996,1,7
1/15/2008 10:09,Rock,URI6,56.18000007,1,8
1/15/2008 10:09,Rock,URI6,58.21099997,1,9
1/15/2008 10:10,Rock,URI6,74.69000006,2,10
1/15/2008 10:10,Rock,URI6,78.64899993,2,11
1/15/2008 10:10,Rock,URI6,95.102,2,12
1/15/2008 10:10,Rock,URI6,96.11800003,2,13
1/15/2008 10:10,Rock,URI6,98.14899993,2,14
1/15/2008 10:10,Rock,URI6,100.1800001,2,15
1/15/2008 10:10,Rock,URI6,108.3209999,2,16
1/15/2008 10:10,Rock,URI6,109.336,2,17
1/15/2008 10:10,Rock,URI6,117.461,2,18
1/15/2008 10:10,Rock,URI6,121.54,3,19
1/15/2008 10:11,Rock,URI6,186.7579999,4,20
1/15/2008 10:12,Rock,URI6,196.1489999,4,21
1/15/2008 10:12,Rock,URI6,204.415,4,22
1/15/2008 10:12,Rock,URI6,205.5079999,4,23
1/15/2008 10:12,Rock,URI6,213.3199999,4,24
1/15/2008 10:12,Rock,URI6,214.47,4,25
1/15/2008 10:12,Rock,URI6,233.9459999,4,26
1/15/2008 10:12,Rock,URI6,238.0239999,4,27
1/15/2008 10:12,Rock,URI6,247.415,5,28
1/15/2008 10:12,Rock,URI6,248.4300001,5,29
1/15/2008 10:12,Rock,URI6,252.5079999,5,30
1/15/2008 10:13,Rock,URI6,255.6900001,5,31
1/15/2008 10:13,Rock,URI6,281.993,5,32
1/15/2008 10:13,Rock,URI6,287.0709999,5,33
1/15/2008 10:14,Rock,URI6,316.04,6,34
1/15/2008 10:14,Rock,URI6,318.1489999,6,35
1/15/2008 10:14,Rock,URI6,321.352,6,36
1/15/2008 10:14,Rock,URI6,323.4300001,6,37
1/15/2008 10:14,Rock,URI6,329.6489999,6,38
1/15/2008 10:14,Rock,URI6,337.8050001,6,39
1/15/2008 10:15,Rock,URI6,383.8050001,7,40
1/15/2008 10:15,Rock,URI6,384.8209999,7,41
1/15/2008 10:15,Rock,URI6,389.8989999,7,42
1/15/2008 10:15,Rock,URI6,390.915,7,43
1/15/2008 10:15,Rock,URI6,428.3199999,8,44
1/15/2008 10:16,Flap-Rock,URI6,436.04,8,45
1/15/2008 10:16,Flap-Rock,URI6,439.1800001,8,46
1/15/2008 10:16,Flap-Rock,URI6,443.3989999,8,47
1/15/2008 10:16,Flap-Rock,URI6,448.6489999,8,48
1/15/2008 10:16,Rock,URI6,448.6489999,8,49
1/15/2008 10:16,Rock,URI6,464.243,8,50
1/15/2008 10:16,Rock,URI6,467.3050001,8,51
1/15/2008 10:16,Rock,URI6,489.47,9,52
1/15/2008 10:16,Rock,URI6,489.6489999,9,53
1/15/2008 10:17,Rock,URI6,499.8989999,9,54
1/15/2008 10:17,Rock,URI6,500.9459999,9,55
1/15/2008 10:17,Rock,URI6,509.3209999,9,56
1/15/2008 10:17,Flap-Rock,URI6,510.368,9,57
1/15/2008 10:17,Flap-Rock,URI6,512.477,9,58
1/15/2008 10:17,Flap-Rock,URI6,516.1599998,9,59
1/15/2008 10:17,Flap-Rock,URI6,517.6800001,9,60
1/15/2008 10:17,Rock,URI6,518.711,9,61
1/15/2008 10:17,Rock,URI6,530.2739999,9,62
1/15/2008 10:17,Rock,URI6,532.415,9,63
1/15/2008 10:18,Rock,URI6,588.211,10,64
1/15/2008 10:18,Flap-Rock,URI6,589.227,10,65
1/15/2008 10:18,Flap-Rock,URI6,592.29,10,66
1/15/2008 10:18,Rock,URI6,593.3209999,10,67
1/15/2008 10:18,Rock,URI6,597.5239999,10,68
1/15/2008 10:19,Rock,URI6,637.6800001,11,69
1/15/2008 10:20,Rock,URI6,691.961,12,70
1/15/2008 10:20,Rock,URI6,695.118,12,71
1/15/2008 10:20,Rock,URI6,722.4459999,13,72
1/15/2008 10:20,Rock,URI6,729.743,13,73
1/15/2008 10:21,Rock,URI6,754.743,13,74
1/15/2008 10:21,Rock,URI6,755.7579999,13,75
1/15/2008 10:21,Rock,URI6,792.6800001,14,76
1/15/2008 10:22,Rock,URI6,794.79,14,77
1/15/2008 10:22,Rock,URI6,811.1329999,14,78
1/15/2008 10:22,Rock,URI6,812.165,14,79
1/15/2008 10:22,Rock,URI6,830.6900001,14,80
1/15/2008 10:22,Rock,URI6,854.165,15,81
1/15/2008 10:23,Rock,URI6,859.2739999,15,82
1/15/2008 10:23,Rock,URI6,860.29,15,83
1/15/2008 10:23,Rock,URI6,862.336,15,84
1/15/2008 10:23,Rock,URI6,865.415,15,85
1/15/2008 10:23,Rock,URI6,874.47,15,86
1/15/2008 10:23,Rock,URI6,886.852,15,87
1/15/2008 10:23,Rock,URI6,891.9459999,15,88
1/15/2008 10:23,Rock,URI6,896.0079999,15,89
1/15/2008 10:24,Rock,URI6,930.3989999,16,90
1/15/2008 10:24,Rock,URI6,936.3199999,16,91
1/15/2008 10:24,Rock,URI6,949.1800001,16,92
1/15/2008 10:24,Rock,URI6,950.2579999,16,93
1/15/2008 10:24,Rock,URI6,957.6959999,16,94
1/15/2008 10:24,Rock,URI6,966.102,17,95
1/15/2008 10:25,Rock,URI6,977,17,96
1/15/2008 10:25,Rock,URI6,1003.821,17,97
1/15/2008 10:25,Rock,URI6,1014.336,17,98
1/15/2008 10:25,Rock,URI6,1018.508,17,99
1/15/2008 10:25,Rock,URI6,1030.899,18,100
1/15/2008 10:25,Rock,URI6,1031.915,18,101
1/15/2008 10:26,Rock,URI6,1034.977,18,102
1/15/2008 10:26,Rock,URI6,1037.024,18,103
1/15/2008 10:26,Rock,URI6,1045.165,18,104
1/15/2008 10:26,Rock,URI6,1049.305,18,105
1/15/2008 10:26,Rock,URI6,1061.16,18,106
1/15/2008 10:26,Flap-Rock,URI6,1062.47,18,107
